"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
NH,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,60,"25, 26",04/01/2022,03/31/2023
NH,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,64,"25, 26",04/01/2022,03/31/2023
NH,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,78,"25, 26",04/01/2022,03/31/2023
NH,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78,"25, 26",04/01/2022,03/31/2023
NH,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92,"25, 26",04/01/2022,03/31/2023
NJ,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,93.2,,01/01/2023,03/31/2023
NJ,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,92,,10/01/2022,03/31/2023
NJ,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,194,"25, 26",04/01/2022,03/31/2023
NJ,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),200,"25, 26",04/01/2022,03/31/2023
NJ,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),173,"25, 26",04/01/2022,03/31/2023
NJ,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),184,"25, 26",04/01/2022,03/31/2023
NJ,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),204,"25, 26",04/01/2022,03/31/2023
NJ,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,324,25,04/01/2022,03/31/2023
NJ,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),343,25,04/01/2022,03/31/2023
NJ,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),276,25,04/01/2022,03/31/2023
NJ,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),326,25,04/01/2022,03/31/2023
NJ,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),330,25,04/01/2022,03/31/2023
NJ,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,69,26,04/01/2022,03/31/2023
NJ,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2022,12/31/2022
NJ,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,04/01/2022,03/31/2023
NJ,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,90,"25, 26",01/01/2022,12/31/2022
NJ,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2022,12/31/2022
NJ,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,68,26,04/01/2022,03/31/2023
NJ,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,69,"25, 26",04/01/2022,03/31/2023
NJ,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,78,"25, 26",04/01/2022,03/31/2023
NJ,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,90,"25, 26",04/01/2022,03/31/2023
NJ,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85,"25, 26",04/01/2022,03/31/2023
NJ,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,"25, 26",04/01/2022,03/31/2023
NM,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,91,,01/01/2023,03/31/2023
NM,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,75,,10/01/2022,03/31/2023
NM,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,163,"25, 26",04/01/2022,03/31/2023
NM,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),177,"25, 26",04/01/2022,03/31/2023
NM,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),134,"25, 26",04/01/2022,03/31/2023
NM,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),197,"25, 26",04/01/2022,03/31/2023
NM,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),320,"25, 26",04/01/2022,03/31/2023
NM,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,275,25,04/01/2022,03/31/2023
NM,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),336,25,04/01/2022,03/31/2023
NM,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),186,25,04/01/2022,03/31/2023
NM,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),350,25,04/01/2022,03/31/2023
NM,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),475,25,04/01/2022,03/31/2023
NM,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,49,26,04/01/2022,03/31/2023
NM,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4,"25, 26",01/01/2022,12/31/2022
NM,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,45,25,04/01/2022,03/31/2023
NM,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,84,"25, 26",01/01/2022,12/31/2022
NM,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2022,12/31/2022
NM,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,124,26,04/01/2022,03/31/2023
NM,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,44,"25, 26",04/01/2022,03/31/2023
NM,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,60,"25, 26",04/01/2022,03/31/2023
NM,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,74,"25, 26",04/01/2022,03/31/2023
NM,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,68,"25, 26",04/01/2022,03/31/2023
NM,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,81,"25, 26",04/01/2022,03/31/2023
NV,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,91.8,,01/01/2023,03/31/2023
NV,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,63,,10/01/2022,03/31/2023
NV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,146,"25, 26",04/01/2022,03/31/2023
NV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),175,"25, 26",04/01/2022,03/31/2023
NV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),119,"25, 26",04/01/2022,03/31/2023
NV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),142,"25, 26",04/01/2022,03/31/2023
NV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),162,"25, 26",04/01/2022,03/31/2023
NV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,265,25,04/01/2022,03/31/2023
NV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),309,25,04/01/2022,03/31/2023
NV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),194,25,04/01/2022,03/31/2023
NV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),276,25,04/01/2022,03/31/2023
NV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),280,25,04/01/2022,03/31/2023
NV,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,63,26,04/01/2022,03/31/2023
NV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2022,12/31/2022
